[2026-04-10 16:57:48] starting d12_tie_2_10_k4_defaulttokens
2026-04-10 16:57:50,601 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
2026-04-10 16:57:50,601 - nanochat.common - [33m[1mWARNING[0m - Peak flops undefined for: NVIDIA GeForce RTX 3080, MFU will show as 0%

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA GeForce RTX 3080 | Peak FLOPS (BF16): inf
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: CUDA SM 86 (bf16 supported))
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 12,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 768,
  "window_pattern": "L",
  "tie_layers_start": 2,
  "tie_layers_end": 10,
  "tie_layers_stride": 4
}
Parameter counts:
wte                     : 25,165,824
value_embeds            : 150,994,944
lm_head                 : 25,165,824
transformer_matrices    : 42,467,760
scalars                 : 50
total                   : 243,794,402
Estimated FLOPs per token: 8.870979e+08
Scaling weight decay from 0.280000 to 0.455813 for depth 12
Scaling the LR for the AdamW parameters ∝1/√(768/768) = 1.000000
Using user-provided number of iterations: 2,520
Total number of training tokens: 1,321,205,760
Tokens : Scaling params ratio: 19.53
Total training FLOPs estimate: 1.172039e+18
Tokens / micro-batch / rank: 16 x 2048 = 32,768
Tokens / micro-batch: 32,768
Total batch size 524,288 => gradient accumulation steps: 16
step 00000/02520 (0.00%) | loss: 10.398113 | lrm: 0.03 | dt: 26155.05ms | tok/sec: 20,045 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/02520 (0.04%) | loss: 10.385499 | lrm: 0.05 | dt: 8973.18ms | tok/sec: 58,428 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00002/02520 (0.08%) | loss: 10.363574 | lrm: 0.07 | dt: 8994.81ms | tok/sec: 58,287 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00003/02520 (0.12%) | loss: 10.331832 | lrm: 0.10 | dt: 9005.48ms | tok/sec: 58,218 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.00m
step 00004/02520 (0.16%) | loss: 10.285664 | lrm: 0.12 | dt: 9008.12ms | tok/sec: 58,201 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.00m
step 00005/02520 (0.20%) | loss: 10.209830 | lrm: 0.15 | dt: 9005.60ms | tok/sec: 58,217 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 0.00m
step 00006/02520 (0.24%) | loss: 10.110238 | lrm: 0.17 | dt: 9011.37ms | tok/sec: 58,180 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 0.00m
step 00007/02520 (0.28%) | loss: 9.956334 | lrm: 0.20 | dt: 9010.82ms | tok/sec: 58,184 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00008/02520 (0.32%) | loss: 9.720767 | lrm: 0.23 | dt: 9014.23ms | tok/sec: 58,162 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 9 | total time: 0.00m
step 00009/02520 (0.36%) | loss: 9.439602 | lrm: 0.25 | dt: 9020.86ms | tok/sec: 58,119 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 11 | total time: 0.00m
step 00010/02520 (0.40%) | loss: 9.129840 | lrm: 0.28 | dt: 9020.93ms | tok/sec: 58,119 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 12 | total time: 0.00m
step 00011/02520 (0.44%) | loss: 8.837103 | lrm: 0.30 | dt: 9024.98ms | tok/sec: 58,092 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 13 | total time: 0.15m | eta: 377.4m
step 00012/02520 (0.48%) | loss: 8.594008 | lrm: 0.33 | dt: 9029.12ms | tok/sec: 58,066 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 14 | total time: 0.30m | eta: 377.3m
step 00013/02520 (0.52%) | loss: 8.352513 | lrm: 0.35 | dt: 9028.47ms | tok/sec: 58,070 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 15 | total time: 0.45m | eta: 377.2m
step 00014/02520 (0.56%) | loss: 8.142708 | lrm: 0.38 | dt: 9033.59ms | tok/sec: 58,037 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 16 | total time: 0.60m | eta: 377.1m
step 00015/02520 (0.60%) | loss: 7.949254 | lrm: 0.40 | dt: 9034.30ms | tok/sec: 58,033 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 17 | total time: 0.75m | eta: 377.0m
step 00016/02520 (0.63%) | loss: 7.762621 | lrm: 0.42 | dt: 9037.94ms | tok/sec: 58,009 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 18 | total time: 0.90m | eta: 376.9m
step 00017/02520 (0.67%) | loss: 7.611373 | lrm: 0.45 | dt: 9038.97ms | tok/sec: 58,003 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 19 | total time: 1.05m | eta: 376.8m
step 00018/02520 (0.71%) | loss: 7.456785 | lrm: 0.47 | dt: 9040.92ms | tok/sec: 57,990 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 20 | total time: 1.20m | eta: 376.7m
step 00019/02520 (0.75%) | loss: 7.321809 | lrm: 0.50 | dt: 9041.84ms | tok/sec: 57,984 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 21 | total time: 1.36m | eta: 376.6m
step 00020/02520 (0.79%) | loss: 7.193478 | lrm: 0.53 | dt: 9037.70ms | tok/sec: 58,011 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 22 | total time: 1.51m | eta: 376.4m
step 00021/02520 (0.83%) | loss: 7.070004 | lrm: 0.55 | dt: 9039.32ms | tok/sec: 58,000 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 23 | total time: 1.66m | eta: 376.3m
step 00022/02520 (0.87%) | loss: 6.961762 | lrm: 0.57 | dt: 9042.58ms | tok/sec: 57,979 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 24 | total time: 1.81m | eta: 376.2m
step 00023/02520 (0.91%) | loss: 6.858088 | lrm: 0.60 | dt: 9039.26ms | tok/sec: 58,001 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 25 | total time: 1.96m | eta: 376.1m
step 00024/02520 (0.95%) | loss: 6.764696 | lrm: 0.62 | dt: 9041.72ms | tok/sec: 57,985 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 27 | total time: 2.11m | eta: 375.9m
step 00025/02520 (0.99%) | loss: 6.685830 | lrm: 0.65 | dt: 9044.26ms | tok/sec: 57,969 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 28 | total time: 2.26m | eta: 375.8m
step 00026/02520 (1.03%) | loss: 6.604211 | lrm: 0.68 | dt: 9044.10ms | tok/sec: 57,970 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 29 | total time: 2.41m | eta: 375.7m
step 00027/02520 (1.07%) | loss: 6.520784 | lrm: 0.70 | dt: 9043.31ms | tok/sec: 57,975 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 30 | total time: 2.56m | eta: 375.5m
step 00028/02520 (1.11%) | loss: 6.459929 | lrm: 0.72 | dt: 9043.15ms | tok/sec: 57,976 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 31 | total time: 2.71m | eta: 375.4m
step 00029/02520 (1.15%) | loss: 6.412710 | lrm: 0.75 | dt: 9041.60ms | tok/sec: 57,986 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 32 | total time: 2.86m | eta: 375.2m
step 00030/02520 (1.19%) | loss: 6.354963 | lrm: 0.78 | dt: 9043.75ms | tok/sec: 57,972 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 33 | total time: 3.01m | eta: 375.1m
step 00031/02520 (1.23%) | loss: 6.308897 | lrm: 0.80 | dt: 9041.77ms | tok/sec: 57,985 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 34 | total time: 3.16m | eta: 375.0m
