[2026-04-10 04:14:12] starting d12_tie_2_10_k1_defaulttokens
2026-04-10 04:14:13,985 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
2026-04-10 04:14:13,985 - nanochat.common - [33m[1mWARNING[0m - Peak flops undefined for: NVIDIA GeForce RTX 3080, MFU will show as 0%

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA GeForce RTX 3080 | Peak FLOPS (BF16): inf
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: CUDA SM 86 (bf16 supported))
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 12,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 768,
  "window_pattern": "L",
  "tie_layers_start": 2,
  "tie_layers_end": 10,
  "tie_layers_stride": 1
}
Parameter counts:
wte                     : 25,165,824
value_embeds            : 150,994,944
lm_head                 : 25,165,824
transformer_matrices    : 84,935,088
scalars                 : 50
total                   : 286,261,730
Estimated FLOPs per token: 8.870979e+08
Scaling the LR for the AdamW parameters ∝1/√(768/768) = 1.000000
Using user-provided number of iterations: 2,520
Total number of training tokens: 1,321,205,760
Tokens : Scaling params ratio: 12.00
Total training FLOPs estimate: 1.172039e+18
Tokens / micro-batch / rank: 16 x 2048 = 32,768
Tokens / micro-batch: 32,768
Total batch size 524,288 => gradient accumulation steps: 16
step 00000/02520 (0.00%) | loss: 10.398113 | lrm: 0.03 | dt: 10730.45ms | tok/sec: 48,859 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/02520 (0.04%) | loss: 10.385498 | lrm: 0.05 | dt: 9064.12ms | tok/sec: 57,842 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00002/02520 (0.08%) | loss: 10.363575 | lrm: 0.07 | dt: 9066.92ms | tok/sec: 57,824 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00003/02520 (0.12%) | loss: 10.331834 | lrm: 0.10 | dt: 9076.65ms | tok/sec: 57,762 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.00m
step 00004/02520 (0.16%) | loss: 10.285665 | lrm: 0.12 | dt: 9073.03ms | tok/sec: 57,785 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.00m
step 00005/02520 (0.20%) | loss: 10.209825 | lrm: 0.15 | dt: 9071.53ms | tok/sec: 57,794 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 0.00m
step 00006/02520 (0.24%) | loss: 10.110233 | lrm: 0.17 | dt: 9066.89ms | tok/sec: 57,824 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 0.00m
step 00007/02520 (0.28%) | loss: 9.956340 | lrm: 0.20 | dt: 9072.44ms | tok/sec: 57,789 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00008/02520 (0.32%) | loss: 9.720939 | lrm: 0.23 | dt: 9069.31ms | tok/sec: 57,809 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 9 | total time: 0.00m
step 00009/02520 (0.36%) | loss: 9.439770 | lrm: 0.25 | dt: 9079.86ms | tok/sec: 57,741 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 11 | total time: 0.00m
step 00010/02520 (0.40%) | loss: 9.130254 | lrm: 0.28 | dt: 9078.34ms | tok/sec: 57,751 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 12 | total time: 0.00m
step 00011/02520 (0.44%) | loss: 8.837641 | lrm: 0.30 | dt: 9079.68ms | tok/sec: 57,743 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 13 | total time: 0.15m | eta: 379.7m
step 00012/02520 (0.48%) | loss: 8.594436 | lrm: 0.33 | dt: 9087.25ms | tok/sec: 57,694 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 14 | total time: 0.30m | eta: 379.7m
step 00013/02520 (0.52%) | loss: 8.352966 | lrm: 0.35 | dt: 9095.65ms | tok/sec: 57,641 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 15 | total time: 0.45m | eta: 379.7m
step 00014/02520 (0.56%) | loss: 8.143336 | lrm: 0.38 | dt: 9111.93ms | tok/sec: 57,538 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 16 | total time: 0.61m | eta: 379.8m
step 00015/02520 (0.60%) | loss: 7.949979 | lrm: 0.40 | dt: 9102.17ms | tok/sec: 57,600 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 17 | total time: 0.76m | eta: 379.7m
step 00016/02520 (0.63%) | loss: 7.763369 | lrm: 0.42 | dt: 9104.08ms | tok/sec: 57,588 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 18 | total time: 0.91m | eta: 379.6m
step 00017/02520 (0.67%) | loss: 7.612126 | lrm: 0.45 | dt: 9108.30ms | tok/sec: 57,561 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 19 | total time: 1.06m | eta: 379.6m
step 00018/02520 (0.71%) | loss: 7.457681 | lrm: 0.47 | dt: 9110.64ms | tok/sec: 57,546 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 20 | total time: 1.21m | eta: 379.5m
step 00019/02520 (0.75%) | loss: 7.322704 | lrm: 0.50 | dt: 9103.79ms | tok/sec: 57,590 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 21 | total time: 1.37m | eta: 379.3m
step 00020/02520 (0.79%) | loss: 7.194370 | lrm: 0.53 | dt: 9105.14ms | tok/sec: 57,581 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 22 | total time: 1.52m | eta: 379.2m
step 00021/02520 (0.83%) | loss: 7.070938 | lrm: 0.55 | dt: 9108.27ms | tok/sec: 57,561 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 23 | total time: 1.67m | eta: 379.1m
step 00022/02520 (0.87%) | loss: 6.962716 | lrm: 0.57 | dt: 9109.09ms | tok/sec: 57,556 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 24 | total time: 1.82m | eta: 379.0m
step 00023/02520 (0.91%) | loss: 6.859099 | lrm: 0.60 | dt: 9107.33ms | tok/sec: 57,567 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 25 | total time: 1.97m | eta: 378.8m
step 00024/02520 (0.95%) | loss: 6.765759 | lrm: 0.62 | dt: 9117.30ms | tok/sec: 57,504 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 27 | total time: 2.12m | eta: 378.7m
step 00025/02520 (0.99%) | loss: 6.687021 | lrm: 0.65 | dt: 9110.17ms | tok/sec: 57,549 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 28 | total time: 2.28m | eta: 378.6m
step 00026/02520 (1.03%) | loss: 6.605486 | lrm: 0.68 | dt: 9106.63ms | tok/sec: 57,572 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 29 | total time: 2.43m | eta: 378.4m
step 00027/02520 (1.07%) | loss: 6.522220 | lrm: 0.70 | dt: 9113.84ms | tok/sec: 57,526 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 30 | total time: 2.58m | eta: 378.3m
step 00028/02520 (1.11%) | loss: 6.461436 | lrm: 0.72 | dt: 9110.65ms | tok/sec: 57,546 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 31 | total time: 2.73m | eta: 378.2m
step 00029/02520 (1.15%) | loss: 6.414310 | lrm: 0.75 | dt: 9111.28ms | tok/sec: 57,542 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 32 | total time: 2.88m | eta: 378.0m
step 00030/02520 (1.19%) | loss: 6.356787 | lrm: 0.78 | dt: 9107.12ms | tok/sec: 57,569 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 33 | total time: 3.04m | eta: 377.9m
step 00031/02520 (1.23%) | loss: 6.310825 | lrm: 0.80 | dt: 9117.34ms | tok/sec: 57,504 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 34 | total time: 3.19m | eta: 377.8m
